date,order_id,sku,product_name,category,channel,region,units_sold,unit_price,revenue,cost,shipping_cost,platform_fee,ad_spend
2025-05-30,AMA-100719,X4,X4,Action Camera,Amazon,JP,1,548.86,548.86,320,5.67,82.33,32.52
2025-05-31,AMA-100720,Selfie Stick,Selfie Stick,Accessory,Amazon,US,1,24.55,24.55,8,9.4,3.68,1.89
2025-05-31,AMA-100721,GO 3S,GO 3S,Action Camera,Amazon,US,1,243.89,243.89,140,7.52,36.58,18.22
2025-05-31,AMA-100722,Ace Pro,Ace Pro,Action Camera,Amazon,DE,1,396.1,396.1,200,7.58,59.42,31.29
2025-05-31,AMA-100723,Ace Pro,Ace Pro,Action Camera,Amazon,UK,1,395.88,395.88,200,7.42,59.38,24.92
2025-05-31,AMA-100725,Battery,Battery,Accessory,Amazon,UK,1,44.55,44.55,15,4.47,6.68,3.61
2025-05-31,AMA-100726,X4,X4,Action Camera,Amazon,US,1,443.46,443.46,320,6.38,66.52,38.06
2025-05-31,AMA-100727,GO 3S,GO 3S,Action Camera,Amazon,DE,1,258.57,258.57,140,4.36,38.79,14.22
2025-05-31,AMA-100728,Ace Pro,Ace Pro,Action Camera,Amazon,DE,1,407.75,407.75,200,4.28,61.16,23.18
2025-05-31,AMA-100730,Ace Pro,Ace Pro,Action Camera,Amazon,UK,1,417.73,417.73,200,9.04,62.66,29.56
2025-05-31,AMA-100732,X4,X4,Action Camera,Amazon,US,1,459.98,459.98,320,6.14,69.0,54.86
2025-05-31,AMA-100733,Tripod Stand,Tripod Stand,Mount,Amazon,US,1,34.1,34.1,10,4.45,5.12,1.71
2025-05-31,AMA-100734,Selfie Stick,Selfie Stick,Accessory,Amazon,US,1,23.77,23.77,8,4.13,3.57,1.75
2025-05-31,AMA-100735,X4,X4,Action Camera,Amazon,JP,1,541.01,541.01,320,5.88,81.15,41.94
2025-05-31,AMA-100736,X4,X4,Action Camera,Amazon,US,1,496.6,496.6,320,7.27,74.49,41.35
2025-05-31,AMA-100737,X4,X4,Action Camera,Amazon,US,1,505.49,505.49,320,9.95,75.82,33.79
2025-05-31,AMA-100738,Charging Hub,Charging Hub,Accessory,Amazon,US,1,56.03,56.03,20,9.86,8.4,3.51
2025-05-31,AMA-100739,X3,X3,Action Camera,Amazon,DE,1,437.19,437.19,220,8.99,65.58,46.47
2025-05-31,AMA-100740,X4,X4,Action Camera,Amazon,UK,1,545.55,545.55,320,7.28,81.83,42.66
2025-05-31,AMA-100741,Invisible Stick,Invisible Stick,Accessory,Amazon,US,1,42.63,42.63,12,4.79,6.39,2.61
2025-05-31,AMA-100742,Bike Mount,Bike Mount,Mount,Amazon,JP,3,18.78,56.34,18,12.25,8.45,5.46
2025-05-31,AMA-100743,GO 3S,GO 3S,Action Camera,Amazon,US,1,233.71,233.71,140,4.96,35.06,19.4
2025-06-01,AMA-100744,Ace Pro,Ace Pro,Action Camera,Amazon,US,1,308.62,308.62,200,6.12,46.29,32.29
2025-06-01,AMA-100745,X3,X3,Action Camera,Amazon,UK,1,465.9,465.9,220,8.4,69.88,43.19
2025-06-01,AMA-100746,X4,X4,Action Camera,Amazon,US,1,489.96,489.96,320,7.07,73.49,34.38
2025-06-01,AMA-100748,X3,X3,Action Camera,Amazon,DE,1,437.68,437.68,220,9.64,65.65,27.23
2025-06-01,AMA-100749,X4,X4,Action Camera,Amazon,UK,1,544.73,544.73,320,7.12,81.71,61.42
2025-06-01,AMA-100750,X4,X4,Action Camera,Amazon,DE,1,576.44,576.44,320,7.57,86.47,61.51
2025-06-01,AMA-100751,Battery,Battery,Accessory,Amazon,JP,1,38.36,38.36,15,5.6,5.75,2.45
2025-06-01,AMA-100752,X3,X3,Action Camera,Amazon,UK,1,437.06,437.06,220,7.68,65.56,24.35
2025-06-01,AMA-100754,Ace Pro,Ace Pro,Action Camera,Amazon,US,1,330.87,330.87,200,8.86,49.63,16.86
2025-06-01,AMA-100755,Selfie Stick,Selfie Stick,Accessory,Amazon,DE,2,24.74,49.48,16,7.37,7.42,5.54
2025-06-01,AMA-100756,Ace Pro,Ace Pro,Action Camera,Amazon,UK,1,416.76,416.76,200,9.97,62.51,41.85
2025-06-01,AMA-100757,Bike Mount,Bike Mount,Mount,Amazon,US,1,19.62,19.62,6,5.53,2.94,1.28
2025-06-01,AMA-100759,Ace Pro,Ace Pro,Action Camera,Amazon,UK,1,404.91,404.91,200,8.55,60.74,29.11
2025-06-01,AMA-100760,X4,X4,Action Camera,Amazon,JP,1,559.87,559.87,320,5.81,83.98,58.64
2025-06-01,AMA-100761,Lens Cap,Lens Cap,Accessory,Amazon,JP,1,8.77,8.77,2,8.02,1.32,0.89
2025-06-01,AMA-100762,X4,X4,Action Camera,Amazon,UK,1,546.69,546.69,320,7.86,82.0,55.85
2025-06-01,AMA-100763,GO 3S,GO 3S,Action Camera,Amazon,US,1,242.15,242.15,140,9.45,36.32,18.38
2025-06-01,AMA-100764,Bike Mount,Bike Mount,Mount,Amazon,DE,1,22.19,22.19,6,6.25,3.33,1.64
2025-06-01,AMA-100766,X4,X4,Action Camera,Amazon,US,1,507.73,507.73,320,9.24,76.16,36.14
2025-06-01,AMA-100767,Bike Mount,Bike Mount,Mount,Amazon,DE,1,21.22,21.22,6,9.66,3.18,2.07
2025-06-02,AMA-100768,Ace Pro,Ace Pro,Action Camera,Amazon,UK,1,361.37,361.37,200,5.86,54.21,38.37
2025-06-02,AMA-100769,X4,X4,Action Camera,Amazon,JP,1,534.93,534.93,320,8.5,80.24,57.15
2025-06-02,AMA-100770,X3,X3,Action Camera,Amazon,DE,1,446.82,446.82,220,8.44,67.02,43.54
2025-06-02,AMA-100771,Bike Mount,Bike Mount,Mount,Amazon,US,1,19.04,19.04,6,6.84,2.86,2.08
2025-06-02,AMA-100772,X4,X4,Action Camera,Amazon,DE,1,509.79,509.79,320,8.31,76.47,43.73
2025-06-02,AMA-100773,GO 3S,GO 3S,Action Camera,Amazon,DE,1,267.84,267.84,140,4.62,40.18,29.12
2025-06-02,AMA-100774,Lens Cap,Lens Cap,Accessory,Amazon,US,2,9.03,18.06,4,7.0,2.71,1.42
2025-06-02,AMA-100775,X4,X4,Action Camera,Amazon,JP,1,532.09,532.09,320,5.61,79.81,35.87
2025-06-02,AMA-100776,X3,X3,Action Camera,Amazon,DE,1,403.83,403.83,220,4.05,60.57,35.58
2025-06-02,AMA-100777,X3,X3,Action Camera,Amazon,US,1,386.43,386.43,220,6.63,57.96,43.12
2025-06-02,AMA-100778,Ace Pro,Ace Pro,Action Camera,Amazon,US,3,321.95,965.85,600,8.86,144.88,93.13
2025-06-02,AMA-100779,GO 3S,GO 3S,Action Camera,Amazon,US,1,218.27,218.27,140,8.91,32.74,20.83
2025-06-02,AMA-100780,GO 3S,GO 3S,Action Camera,Amazon,US,1,231.16,231.16,140,5.92,34.67,21.2
2025-06-02,AMA-100781,GO 3S,GO 3S,Action Camera,Amazon,JP,1,229.55,229.55,140,5.22,34.43,18.21
2025-06-02,AMA-100782,X4,X4,Action Camera,Amazon,JP,1,542.26,542.26,320,5.0,81.34,31.68
2025-06-02,AMA-100784,Helmet Mount,Helmet Mount,Mount,Amazon,US,1,21.28,21.28,7,6.08,3.19,1.62
2025-06-02,AMA-100785,Lens Cap,Lens Cap,Accessory,Amazon,US,1,9.44,9.44,2,5.39,1.42,0.51
2025-06-02,AMA-100786,X4,X4,Action Camera,Amazon,US,1,468.07,468.07,320,6.66,70.21,45.54
2025-06-02,AMA-100787,Bike Mount,Bike Mount,Mount,Amazon,DE,1,21.54,21.54,6,6.75,3.23,2.57
2025-06-02,AMA-100788,Invisible Stick,Invisible Stick,Accessory,Amazon,DE,1,48.96,48.96,12,9.94,7.34,5.39
2025-06-02,AMA-100790,X3,X3,Action Camera,Amazon,US,1,367.04,367.04,220,8.9,55.06,27.02
2025-06-02,AMA-100791,X4,X4,Action Camera,Amazon,US,1,458.93,458.93,320,4.4,68.84,28.96
2025-06-03,AMA-100792,X3,X3,Action Camera,Amazon,US,1,410.53,410.53,220,9.42,61.58,34.69
2025-06-03,AMA-100793,X4,X4,Action Camera,Amazon,JP,1,501.52,501.52,320,5.78,75.23,36.32
2025-06-03,AMA-100794,Battery,Battery,Accessory,Amazon,US,1,35.14,35.14,15,4.41,5.27,3.99
2025-06-03,AMA-100795,Charging Hub,Charging Hub,Accessory,Amazon,UK,1,70.73,70.73,20,5.47,10.61,7.79
2025-06-03,AMA-100796,Bike Mount,Bike Mount,Mount,Amazon,US,1,19.21,19.21,6,9.6,2.88,2.18
2025-06-03,AMA-100797,Bike Mount,Bike Mount,Mount,Amazon,US,1,17.65,17.65,6,6.25,2.65,1.37
2025-06-03,AMA-100798,X4,X4,Action Camera,Amazon,UK,1,535.26,535.26,320,7.01,80.29,56.6
2025-06-03,AMA-100799,Selfie Stick,Selfie Stick,Accessory,Amazon,US,1,22.37,22.37,8,6.25,3.36,1.77
2025-06-03,AMA-100801,Tripod Stand,Tripod Stand,Mount,Amazon,JP,1,33.54,33.54,10,5.06,5.03,2.6
2025-06-03,AMA-100802,X4,X4,Action Camera,Amazon,DE,1,585.04,585.04,320,6.28,87.76,61.0
2025-06-03,AMA-100803,Selfie Stick,Selfie Stick,Accessory,Amazon,US,1,25.99,25.99,8,9.5,3.9,2.91
2025-06-03,AMA-100804,Charging Hub,Charging Hub,Accessory,Amazon,US,1,55.07,55.07,20,7.8,8.26,4.13
2025-06-03,AMA-100806,Charging Hub,Charging Hub,Accessory,Amazon,US,1,53.89,53.89,20,5.41,8.08,3.83
2025-06-03,AMA-100807,Selfie Stick,Selfie Stick,Accessory,Amazon,UK,1,29.33,29.33,8,5.21,4.4,2.43
2025-06-03,AMA-100808,X4,X4,Action Camera,Amazon,US,2,468.21,936.42,640,12.14,140.46,48.48
2025-06-03,AMA-100809,X3,X3,Action Camera,Amazon,US,1,367.45,367.45,220,6.31,55.12,20.45
2025-06-03,AMA-100811,X4,X4,Action Camera,Amazon,JP,1,518.58,518.58,320,4.73,77.79,37.1
2025-06-03,AMA-100812,X4,X4,Action Camera,Amazon,JP,1,542.19,542.19,320,7.27,81.33,60.68
2025-06-03,AMA-100813,Ace Pro,Ace Pro,Action Camera,Amazon,US,1,361.5,361.5,200,5.96,54.22,27.49
2025-06-03,AMA-100814,X3,X3,Action Camera,Amazon,JP,1,422.98,422.98,220,9.28,63.45,22.62
2025-06-03,AMA-100815,GO 3S,GO 3S,Action Camera,Amazon,US,1,247.67,247.67,140,6.53,37.15,18.32
2025-06-04,AMA-100816,GO 3S,GO 3S,Action Camera,Amazon,US,1,247.27,247.27,140,7.4,37.09,25.56
2025-06-04,AMA-100817,X3,X3,Action Camera,Amazon,US,1,375.76,375.76,220,8.75,56.36,43.54
2025-06-04,AMA-100818,Battery,Battery,Accessory,Amazon,DE,1,41.37,41.37,15,4.3,6.21,3.23
2025-06-04,AMA-100819,GO 3S,GO 3S,Action Camera,Amazon,DE,1,264.44,264.44,140,5.11,39.67,27.09
2025-06-04,AMA-100820,X4,X4,Action Camera,Amazon,US,1,480.06,480.06,320,5.29,72.01,56.51
2025-06-04,AMA-100821,Tripod Stand,Tripod Stand,Mount,Amazon,US,1,36.14,36.14,10,7.14,5.42,3.6
2025-06-04,AMA-100822,GO 3S,GO 3S,Action Camera,Amazon,US,1,210.36,210.36,140,4.23,31.55,24.91
2025-06-04,AMA-100823,Selfie Stick,Selfie Stick,Accessory,Amazon,DE,1,25.37,25.37,8,8.36,3.81,2.33
2025-06-04,AMA-100824,Battery,Battery,Accessory,Amazon,JP,1,39.51,39.51,15,7.88,5.93,2.16
2025-06-04,AMA-100825,X4,X4,Action Camera,Amazon,US,1,489.79,489.79,320,6.35,73.47,40.72
2025-06-04,AMA-100826,X3,X3,Action Camera,Amazon,DE,1,452.27,452.27,220,9.08,67.84,28.37
2025-06-04,AMA-100827,X4,X4,Action Camera,Amazon,UK,1,566.97,566.97,320,5.17,85.05,36.75
2025-06-04,AMA-100829,Ace Pro,Ace Pro,Action Camera,Amazon,DE,1,372.91,372.91,200,9.71,55.94,37.42
2025-06-04,AMA-100830,Ace Pro,Ace Pro,Action Camera,Amazon,US,1,350.2,350.2,200,4.72,52.53,24.93
2025-06-04,AMA-100831,Ace Pro,Ace Pro,Action Camera,Amazon,UK,1,379.1,379.1,200,7.69,56.86,44.69
2025-06-04,AMA-100832,Helmet Mount,Helmet Mount,Mount,Amazon,DE,1,22.49,22.49,7,7.99,3.37,2.11
2025-06-04,AMA-100833,GO 3S,GO 3S,Action Camera,Amazon,UK,1,266.13,266.13,140,5.18,39.92,28.31
2025-06-04,AMA-100834,X4,X4,Action Camera,Amazon,US,1,476.25,476.25,320,5.65,71.44,42.42
2025-06-04,AMA-100835,Helmet Mount,Helmet Mount,Mount,Amazon,JP,1,22.23,22.23,7,8.41,3.33,1.17
2025-06-04,AMA-100836,X3,X3,Action Camera,Amazon,JP,1,419.71,419.71,220,8.43,62.96,35.24
2025-06-04,AMA-100838,Ace Pro,Ace Pro,Action Camera,Amazon,UK,1,386.18,386.18,200,6.56,57.93,21.33
2025-06-05,AMA-100840,X3,X3,Action Camera,Amazon,US,1,403.26,403.26,220,4.36,60.49,36.45
2025-06-05,AMA-100844,X4,X4,Action Camera,Amazon,US,1,510.72,510.72,320,5.56,76.61,40.61
2025-06-05,AMA-100846,Ace Pro,Ace Pro,Action Camera,Amazon,UK,1,374.72,374.72,200,4.63,56.21,28.36
2025-06-05,AMA-100848,Tripod Stand,Tripod Stand,Mount,Amazon,JP,2,37.12,74.24,20,12.29,11.14,5.19
2025-06-05,AMA-100849,GO 3S,GO 3S,Action Camera,Amazon,US,1,221.77,221.77,140,5.9,33.27,25.44
2025-06-05,AMA-100851,Helmet Mount,Helmet Mount,Mount,Amazon,UK,1,23.34,23.34,7,6.05,3.5,2.56
2025-06-05,AMA-100852,Ace Pro,Ace Pro,Action Camera,Amazon,US,1,364.3,364.3,200,6.25,54.64,33.6
2025-06-05,AMA-100854,Helmet Mount,Helmet Mount,Mount,Amazon,UK,1,24.77,24.77,7,8.59,3.72,1.94
2025-06-05,AMA-100855,Selfie Stick,Selfie Stick,Accessory,Amazon,JP,1,24.36,24.36,8,5.85,3.65,1.56
2025-06-05,AMA-100856,Battery,Battery,Accessory,Amazon,UK,1,40.87,40.87,15,8.53,6.13,3.4
2025-06-05,AMA-100857,Selfie Stick,Selfie Stick,Accessory,Amazon,US,1,23.99,23.99,8,4.88,3.6,2.85
2025-06-05,AMA-100858,X4,X4,Action Camera,Amazon,US,1,475.22,475.22,320,7.38,71.28,24.46
2025-06-05,AMA-100860,Charging Hub,Charging Hub,Accessory,Amazon,DE,1,64.2,64.2,20,9.47,9.63,4.95
2025-06-05,AMA-100861,X4,X4,Action Camera,Amazon,JP,1,560.49,560.49,320,8.05,84.07,42.28
2025-06-05,AMA-100862,X3,X3,Action Camera,Amazon,US,1,403.03,403.03,220,9.57,60.45,25.93
2025-06-05,AMA-100863,Battery,Battery,Accessory,Amazon,US,1,36.19,36.19,15,5.82,5.43,4.3
2025-06-06,AMA-100864,Lens Cap,Lens Cap,Accessory,Amazon,JP,1,9.88,9.88,2,6.6,1.48,1.1
2025-06-06,AMA-100865,Tripod Stand,Tripod Stand,Mount,Amazon,US,1,35.3,35.3,10,6.35,5.29,3.27
2025-06-06,AMA-100866,Battery,Battery,Accessory,Amazon,US,1,36.31,36.31,15,6.84,5.45,2.24
2025-06-06,AMA-100867,GO 3S,GO 3S,Action Camera,Amazon,US,1,246.25,246.25,140,4.9,36.94,22.62
2025-06-06,AMA-100868,GO 3S,GO 3S,Action Camera,Amazon,UK,1,265.45,265.45,140,4.03,39.82,26.13
2025-06-06,AMA-100869,X4,X4,Action Camera,Amazon,US,3,474.81,1424.43,960,14.0,213.66,161.95
2025-06-06,AMA-100870,Ace Pro,Ace Pro,Action Camera,Amazon,DE,2,374.33,748.66,400,10.26,112.3,57.66
2025-06-06,AMA-100871,Lens Cap,Lens Cap,Accessory,Amazon,US,2,8.66,17.32,4,6.6,2.6,1.53
2025-06-06,AMA-100872,Bike Mount,Bike Mount,Mount,Amazon,US,1,18.52,18.52,6,4.32,2.78,2.19
2025-06-06,AMA-100873,X3,X3,Action Camera,Amazon,US,2,371.8,743.6,440,7.72,111.54,43.9
2025-06-06,AMA-100874,Battery,Battery,Accessory,Amazon,US,1,35.42,35.42,15,5.99,5.31,4.1
2025-06-06,AMA-100875,Invisible Stick,Invisible Stick,Accessory,Amazon,US,1,46.42,46.42,12,6.75,6.96,4.63
2025-06-06,AMA-100876,X4,X4,Action Camera,Amazon,US,1,463.03,463.03,320,5.1,69.45,24.43
2025-06-06,AMA-100878,X4,X4,Action Camera,Amazon,US,1,475.46,475.46,320,4.15,71.32,49.85
2025-06-06,AMA-100880,Bike Mount,Bike Mount,Mount,Amazon,US,1,18.26,18.26,6,6.33,2.74,2.05
2025-06-06,AMA-100881,X3,X3,Action Camera,Amazon,UK,2,478.83,957.66,440,10.57,143.65,78.24
2025-06-06,AMA-100882,Tripod Stand,Tripod Stand,Mount,Amazon,US,1,32.48,32.48,10,5.66,4.87,2.54
2025-06-06,AMA-100883,X4,X4,Action Camera,Amazon,UK,1,520.06,520.06,320,6.63,78.01,44.59
2025-06-06,AMA-100884,X3,X3,Action Camera,Amazon,US,1,416.68,416.68,220,9.66,62.5,30.6
2025-06-06,AMA-100885,Helmet Mount,Helmet Mount,Mount,Amazon,US,1,22.91,22.91,7,4.54,3.44,1.4
2025-06-06,AMA-100886,Ace Pro,Ace Pro,Action Camera,Amazon,US,1,333.82,333.82,200,8.15,50.07,33.82
2025-06-06,AMA-100887,X3,X3,Action Camera,Amazon,UK,1,435.43,435.43,220,5.0,65.31,51.56
2025-06-07,AMA-100888,Ace Pro,Ace Pro,Action Camera,Amazon,UK,1,390.29,390.29,200,8.16,58.54,33.59
2025-06-07,AMA-100889,Selfie Stick,Selfie Stick,Accessory,Amazon,US,1,22.72,22.72,8,6.3,3.41,1.69
2025-06-07,AMA-100890,Battery,Battery,Accessory,Amazon,US,1,38.14,38.14,15,6.04,5.72,4.07
2025-06-07,AMA-100891,X3,X3,Action Camera,Amazon,UK,1,404.5,404.5,220,7.88,60.68,34.7
2025-06-07,AMA-100892,Tripod Stand,Tripod Stand,Mount,Amazon,UK,2,36.37,72.74,20,11.11,10.91,8.06
2025-06-07,AMA-100893,Lens Cap,Lens Cap,Accessory,Amazon,US,1,8.62,8.62,2,6.36,1.29,0.95
2025-06-07,AMA-100894,Tripod Stand,Tripod Stand,Mount,Amazon,JP,1,35.5,35.5,10,9.36,5.32,4.18
2025-06-07,AMA-100895,X3,X3,Action Camera,Amazon,UK,1,425.12,425.12,220,8.41,63.77,22.79
2025-06-07,AMA-100897,X3,X3,Action Camera,Amazon,US,1,372.88,372.88,220,5.14,55.93,26.72
2025-06-07,AMA-100898,GO 3S,GO 3S,Action Camera,Amazon,US,1,250.27,250.27,140,5.44,37.54,24.45
2025-06-07,AMA-100899,Selfie Stick,Selfie Stick,Accessory,Amazon,US,1,22.27,22.27,8,7.57,3.34,2.27
2025-06-07,AMA-100900,Charging Hub,Charging Hub,Accessory,Amazon,US,1,56.54,56.54,20,5.3,8.48,3.36
2025-06-07,AMA-100901,X4,X4,Action Camera,Amazon,US,1,491.73,491.73,320,7.26,73.76,28.91
2025-06-07,AMA-100902,X3,X3,Action Camera,Amazon,US,1,398.87,398.87,220,5.29,59.83,30.18
2025-06-07,AMA-100903,Invisible Stick,Invisible Stick,Accessory,Amazon,JP,1,44.76,44.76,12,4.4,6.71,3.23
2025-06-07,AMA-100904,Ace Pro,Ace Pro,Action Camera,Amazon,DE,2,400.12,800.24,400,9.22,120.04,78.51
2025-06-07,AMA-100905,X4,X4,Action Camera,Amazon,UK,1,544.91,544.91,320,5.97,81.74,53.69
2025-06-07,AMA-100906,X3,X3,Action Camera,Amazon,DE,1,427.16,427.16,220,8.35,64.07,42.08
2025-06-07,AMA-100907,X3,X3,Action Camera,Amazon,UK,1,475.17,475.17,220,4.93,71.28,48.76
2025-06-07,AMA-100908,X3,X3,Action Camera,Amazon,US,1,390.41,390.41,220,9.32,58.56,35.08
2025-06-07,AMA-100909,Ace Pro,Ace Pro,Action Camera,Amazon,US,1,336.31,336.31,200,5.85,50.45,21.09
2025-06-07,AMA-100910,X3,X3,Action Camera,Amazon,US,1,360.16,360.16,220,9.56,54.02,39.88
2025-06-07,AMA-100911,X4,X4,Action Camera,Amazon,DE,1,564.76,564.76,320,4.67,84.71,53.69
2025-06-08,AMA-100912,Ace Pro,Ace Pro,Action Camera,Amazon,UK,1,389.26,389.26,200,4.2,58.39,36.87
2025-06-08,AMA-100914,X3,X3,Action Camera,Amazon,UK,1,457.74,457.74,220,8.76,68.66,28.12
2025-06-08,AMA-100917,Ace Pro,Ace Pro,Action Camera,Amazon,US,1,345.66,345.66,200,9.2,51.85,37.32
2025-06-08,AMA-100918,X4,X4,Action Camera,Amazon,US,1,460.96,460.96,320,4.8,69.14,31.44
2025-06-08,AMA-100919,Tripod Stand,Tripod Stand,Mount,Amazon,UK,1,40.28,40.28,10,4.67,6.04,4.09
2025-06-08,AMA-100920,Selfie Stick,Selfie Stick,Accessory,Amazon,US,3,23.12,69.36,24,11.33,10.4,7.99
2025-06-08,AMA-100922,Battery,Battery,Accessory,Amazon,DE,3,45.68,137.04,45,8.76,20.56,14.74
2025-06-08,AMA-100923,Selfie Stick,Selfie Stick,Accessory,Amazon,US,1,26.18,26.18,8,9.46,3.93,2.11
2025-06-08,AMA-100925,Charging Hub,Charging Hub,Accessory,Amazon,UK,1,60.34,60.34,20,6.55,9.05,5.0
2025-06-08,AMA-100926,Selfie Stick,Selfie Stick,Accessory,Amazon,US,1,22.28,22.28,8,9.83,3.34,1.68
2025-06-08,AMA-100927,X3,X3,Action Camera,Amazon,UK,1,459.59,459.59,220,5.6,68.94,33.13
2025-06-08,AMA-100929,X4,X4,Action Camera,Amazon,UK,2,591.89,1183.78,640,10.03,177.57,97.25
2025-06-08,AMA-100931,Charging Hub,Charging Hub,Accessory,Amazon,US,1,60.33,60.33,20,9.25,9.05,4.04
2025-06-08,AMA-100932,X4,X4,Action Camera,Amazon,US,2,508.72,1017.44,640,12.83,152.62,54.35
2025-06-08,AMA-100933,GO 3S,GO 3S,Action Camera,Amazon,US,1,214.03,214.03,140,8.53,32.1,19.43
2025-06-08,AMA-100934,X4,X4,Action Camera,Amazon,US,1,488.98,488.98,320,9.03,73.35,25.05
2025-06-09,AMA-100936,Charging Hub,Charging Hub,Accessory,Amazon,US,1,57.9,57.9,20,5.64,8.68,3.0
2025-06-09,AMA-100937,Selfie Stick,Selfie Stick,Accessory,Amazon,UK,1,28.6,28.6,8,5.23,4.29,2.14
2025-06-09,AMA-100940,Bike Mount,Bike Mount,Mount,Amazon,JP,1,18.7,18.7,6,4.62,2.8,2.0
2025-06-09,AMA-100941,Selfie Stick,Selfie Stick,Accessory,Amazon,DE,1,28.61,28.61,8,4.33,4.29,2.93
2025-06-09,AMA-100942,X3,X3,Action Camera,Amazon,UK,1,478.51,478.51,220,4.19,71.78,43.35
2025-06-09,AMA-100943,Lens Cap,Lens Cap,Accessory,Amazon,US,1,8.68,8.68,2,9.48,1.3,0.56
2025-06-09,AMA-100945,Ace Pro,Ace Pro,Action Camera,Amazon,JP,1,373.08,373.08,200,5.39,55.96,22.75
2025-06-09,AMA-100946,Selfie Stick,Selfie Stick,Accessory,Amazon,DE,1,26.77,26.77,8,6.42,4.02,3.18
2025-06-09,AMA-100947,X3,X3,Action Camera,Amazon,US,1,368.24,368.24,220,9.48,55.24,25.26
2025-06-09,AMA-100948,X4,X4,Action Camera,Amazon,UK,2,521.45,1042.9,640,14.7,156.44,85.21
2025-06-09,AMA-100949,Lens Cap,Lens Cap,Accessory,Amazon,US,1,8.38,8.38,2,4.55,1.26,0.5
2025-06-09,AMA-100951,Battery,Battery,Accessory,Amazon,US,1,38.59,38.59,15,5.17,5.79,2.19
2025-06-09,AMA-100952,Helmet Mount,Helmet Mount,Mount,Amazon,DE,1,24.43,24.43,7,7.21,3.66,2.38
2025-06-09,AMA-100953,Selfie Stick,Selfie Stick,Accessory,Amazon,US,1,23.94,23.94,8,9.34,3.59,2.15
2025-06-09,AMA-100954,Invisible Stick,Invisible Stick,Accessory,Amazon,US,1,44.76,44.76,12,9.87,6.71,5.33
2025-06-09,AMA-100955,X3,X3,Action Camera,Amazon,DE,1,452.56,452.56,220,9.45,67.88,34.76
2025-06-09,AMA-100956,GO 3S,GO 3S,Action Camera,Amazon,US,1,241.29,241.29,140,9.61,36.19,27.95
2025-06-09,AMA-100957,Bike Mount,Bike Mount,Mount,Amazon,DE,1,18.97,18.97,6,5.6,2.85,2.16
2025-06-09,AMA-100958,Battery,Battery,Accessory,Amazon,US,1,34.51,34.51,15,6.24,5.18,3.24
2025-06-10,AMA-100960,X3,X3,Action Camera,Amazon,UK,1,450.28,450.28,220,4.63,67.54,23.05
2025-06-10,AMA-100961,X3,X3,Action Camera,Amazon,DE,3,409.32,1227.96,660,11.16,184.19,118.38
2025-06-10,AMA-100962,Helmet Mount,Helmet Mount,Mount,Amazon,UK,1,22.85,22.85,7,9.85,3.43,2.68
2025-06-10,AMA-100963,X3,X3,Action Camera,Amazon,US,1,406.47,406.47,220,6.26,60.97,22.84
2025-06-10,AMA-100964,Invisible Stick,Invisible Stick,Accessory,Amazon,UK,1,47.01,47.01,12,9.91,7.05,5.05
2025-06-10,AMA-100965,X4,X4,Action Camera,Amazon,US,1,488.39,488.39,320,9.56,73.26,41.4
2025-06-10,AMA-100966,GO 3S,GO 3S,Action Camera,Amazon,UK,1,250.0,250.0,140,6.16,37.5,23.65
2025-06-10,AMA-100968,Ace Pro,Ace Pro,Action Camera,Amazon,JP,1,383.98,383.98,200,6.58,57.6,40.6
2025-06-10,AMA-100969,Bike Mount,Bike Mount,Mount,Amazon,US,1,18.75,18.75,6,6.49,2.81,1.13
2025-06-10,AMA-100972,X3,X3,Action Camera,Amazon,US,1,372.83,372.83,220,7.03,55.92,22.88
2025-06-10,AMA-100973,Bike Mount,Bike Mount,Mount,Amazon,DE,1,21.48,21.48,6,4.85,3.22,1.09
2025-06-10,AMA-100975,GO 3S,GO 3S,Action Camera,Amazon,UK,1,261.62,261.62,140,8.3,39.24,21.19
2025-06-10,AMA-100976,X3,X3,Action Camera,Amazon,DE,1,409.27,409.27,220,5.41,61.39,38.46
2025-06-10,AMA-100977,GO 3S,GO 3S,Action Camera,Amazon,US,2,237.51,475.02,280,10.02,71.25,39.97
2025-06-10,AMA-100978,Selfie Stick,Selfie Stick,Accessory,Amazon,US,3,24.04,72.12,24,13.81,10.82,6.46
2025-06-10,AMA-100979,Charging Hub,Charging Hub,Accessory,Amazon,US,1,57.8,57.8,20,6.94,8.67,3.67
2025-06-10,AMA-100980,X3,X3,Action Camera,Amazon,JP,1,448.97,448.97,220,7.19,67.35,42.3
2025-06-10,AMA-100981,X4,X4,Action Camera,Amazon,US,1,491.97,491.97,320,6.67,73.8,51.39
2025-06-10,AMA-100982,X4,X4,Action Camera,Amazon,US,2,499.39,998.78,640,9.76,149.82,86.1
2025-06-11,AMA-100984,Selfie Stick,Selfie Stick,Accessory,Amazon,US,1,22.47,22.47,8,9.79,3.37,1.4
2025-06-11,AMA-100985,X3,X3,Action Camera,Amazon,UK,1,456.32,456.32,220,7.68,68.45,51.32
2025-06-11,AMA-100987,X3,X3,Action Camera,Amazon,JP,1,432.88,432.88,220,8.1,64.93,28.07
2025-06-11,AMA-100988,X3,X3,Action Camera,Amazon,US,1,352.45,352.45,220,9.27,52.87,41.45
2025-06-11,AMA-100989,X3,X3,Action Camera,Amazon,US,1,407.11,407.11,220,4.87,61.07,24.91
